gameid,date,game,teamname,side,result,gamelength,ckpm,golddiffat15,xpdiffat15,csdiffat15,firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,kills,deaths,assists,wpm,wcpm,vspm,dragons,elementaldrakes,elders
LOLTMNT03_341439,2026-01-25 11:28:02,1,HANJIN BRION,Blue,1,2279,0.5529,-688.0,-68.0,-26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,7,45,4.502,1.7376,11.0575,4.0,4.0,0.0
LOLTMNT03_341439,2026-01-25 11:28:02,1,KT Rolster,Red,0,2279,0.5529,688.0,68.0,26.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7,14,17,3.4752,2.1325,11.4261,2.0,2.0,0.0
LOLTMNT03_341446,2026-01-25 12:29:52,2,HANJIN BRION,Blue,0,2735,0.8117,3026.0,2809.0,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,17,20,38,4.1243,1.7112,10.8154,3.0,3.0,0.0
LOLTMNT03_341446,2026-01-25 12:29:52,2,KT Rolster,Red,1,2735,0.8117,-3026.0,-2809.0,-25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20,17,41,4.234,2.0183,11.5174,4.0,4.0,0.0
LOLTMNT03_341450,2026-01-25 13:39:08,3,KT Rolster,Blue,1,1801,0.7329,1301.0,1509.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17,5,49,4.0977,1.7657,10.5941,4.0,4.0,0.0
LOLTMNT03_341450,2026-01-25 13:39:08,3,HANJIN BRION,Red,0,1801,0.7329,-1301.0,-1509.0,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5,17,15,3.8978,1.4659,9.7946,0.0,0.0,0.0
LOLTMNT01_326821,2026-01-28 08:04:54,1,Kiwoom DRX,Blue,1,2170,0.8295,1569.0,2562.0,-8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,22,8,66,3.6498,1.659,11.3088,2.0,2.0,0.0
LOLTMNT01_326821,2026-01-28 08:04:54,1,HANJIN BRION,Red,0,2170,0.8295,-1569.0,-2562.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,22,14,3.5668,1.2995,9.4839,3.0,3.0,0.0
LOLTMNT01_326837,2026-01-28 09:03:47,2,Kiwoom DRX,Blue,0,2106,1.0256,-1111.0,-473.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,29,20,3.5043,1.396,10.3704,1.0,1.0,0.0
LOLTMNT01_326837,2026-01-28 09:03:47,2,HANJIN BRION,Red,1,2106,1.0256,1111.0,473.0,-8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,29,7,72,4.2165,1.5954,10.2564,4.0,4.0,0.0
LOLTMNT01_327784,2026-01-28 09:59:21,3,HANJIN BRION,Blue,1,2046,1.1144,3133.0,1988.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26,12,64,4.0469,1.9062,11.3196,3.0,3.0,0.0
LOLTMNT01_327784,2026-01-28 09:59:21,3,Kiwoom DRX,Red,0,2046,1.1144,-3133.0,-1988.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,26,32,3.9003,1.5543,10.176,1.0,1.0,0.0
LOLTMNT01_327799,2026-01-28 10:54:21,4,HANJIN BRION,Blue,0,1921,0.9995,2516.0,787.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14,18,29,3.7793,1.5617,10.0885,3.0,3.0,0.0
LOLTMNT01_327799,2026-01-28 10:54:21,4,Kiwoom DRX,Red,1,1921,0.9995,-2516.0,-787.0,-49.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18,14,52,3.342,1.7179,9.8386,2.0,2.0,0.0
LOLTMNT01_326904,2026-01-28 11:49:42,5,Kiwoom DRX,Blue,1,2587,0.603,-1628.0,-941.0,-23.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,20,6,60,3.7341,1.925,10.9007,4.0,4.0,0.0
LOLTMNT01_326904,2026-01-28 11:49:42,5,HANJIN BRION,Red,0,2587,0.603,1628.0,941.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,20,14,3.7804,1.7859,10.4832,2.0,2.0,0.0
LOLTMNT01_331103,2026-01-29 08:07:19,1,BNK FEARX,Blue,1,2114,0.9366,-2195.0,-672.0,-17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19,14,55,3.8316,2.1287,10.5582,4.0,4.0,0.0
LOLTMNT01_331103,2026-01-29 08:07:19,1,DN SOOPers,Red,0,2114,0.9366,2195.0,672.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,19,34,3.4626,1.8732,9.7067,1.0,1.0,0.0
LOLTMNT01_332133,2026-01-29 09:07:12,2,BNK FEARX,Blue,1,1535,1.0554,586.0,2015.0,51.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17,10,37,4.3388,1.798,11.1401,2.0,2.0,0.0
LOLTMNT01_332133,2026-01-29 09:07:12,2,DN SOOPers,Red,0,1535,1.0554,-586.0,-2015.0,-51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,17,18,3.3225,1.4853,8.5993,1.0,1.0,0.0
LOLTMNT01_332152,2026-01-29 09:53:36,3,BNK FEARX,Blue,0,2027,1.0064,-595.0,1241.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25,15,3.7889,1.776,9.8865,0.0,0.0,0.0
LOLTMNT01_332152,2026-01-29 09:53:36,3,DN SOOPers,Red,1,2027,1.0064,595.0,-1241.0,-8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25,9,52,4.1441,1.8944,10.8633,4.0,4.0,0.0
LOLTMNT01_332170,2026-01-29 10:47:32,4,DN SOOPers,Blue,0,2366,0.8876,90.0,71.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16,19,35,4.4125,1.9019,10.9806,3.0,3.0,0.0
LOLTMNT01_332170,2026-01-29 10:47:32,4,BNK FEARX,Red,1,2366,0.8876,-90.0,-71.0,-5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,19,16,42,4.4379,1.978,10.8538,2.0,2.0,0.0
LOLTMNT01_331607,2026-01-30 08:05:48,1,KT Rolster,Blue,0,1642,1.0597,-2230.0,-548.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,22,20,3.5079,1.352,9.3544,0.0,0.0,0.0
LOLTMNT01_331607,2026-01-30 08:05:48,1,Nongshim RedForce,Red,1,1642,1.0597,2230.0,548.0,-7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22,7,61,3.5079,1.6443,10.4141,4.0,4.0,0.0
LOLTMNT01_332667,2026-01-30 08:56:59,2,Nongshim RedForce,Blue,1,2269,0.6875,1323.0,373.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17,9,42,3.6756,1.8775,10.3394,5.0,4.0,1.0
LOLTMNT01_332667,2026-01-30 08:56:59,2,KT Rolster,Red,0,2269,0.6875,-1323.0,-373.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,17,23,3.6227,1.4808,8.9379,1.0,1.0,0.0
LOLTMNT01_331640,2026-01-30 09:57:18,3,Nongshim RedForce,Blue,0,1541,1.1291,-2792.0,-2985.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,21,21,2.9591,0.9345,7.5535,0.0,0.0,0.0
LOLTMNT01_331640,2026-01-30 09:57:18,3,KT Rolster,Red,1,1541,1.1291,2792.0,2985.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,8,46,2.8034,1.2459,8.9163,4.0,4.0,0.0
LOLTMNT01_331650,2026-01-30 10:47:33,4,KT Rolster,Blue,1,2313,0.6744,3010.0,2522.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18,8,46,3.7095,1.5564,10.2983,4.0,4.0,0.0
LOLTMNT01_331650,2026-01-30 10:47:33,4,Nongshim RedForce,Red,0,2313,0.6744,-3010.0,-2522.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,18,25,3.3463,1.5045,9.2088,2.0,2.0,0.0
LOLTMNT01_332727,2026-01-30 11:49:42,5,KT Rolster,Blue,0,1571,0.802,-438.0,260.0,-25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5,16,14,3.5519,1.2603,8.8606,1.0,1.0,0.0
LOLTMNT01_332727,2026-01-30 11:49:42,5,Nongshim RedForce,Red,1,1571,0.802,438.0,-260.0,25.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,16,5,36,3.0936,2.1388,10.1209,3.0,3.0,0.0
LOLTMNT01_334295,2026-01-31 08:17:53,1,Dplus Kia,Blue,0,1992,0.9639,-1235.0,1098.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11,21,24,3.7651,1.6867,10.4518,0.0,0.0,0.0
LOLTMNT01_334295,2026-01-31 08:17:53,1,T1,Red,1,1992,0.9639,1235.0,-1098.0,-27.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,21,11,42,3.494,1.9578,10.994,4.0,4.0,0.0
LOLTMNT01_334313,2026-01-31 09:15:38,2,T1,Blue,1,1685,1.3887,-1418.0,-1024.0,-23.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,28,11,74,3.9525,1.4599,9.7923,3.0,3.0,0.0
LOLTMNT01_334313,2026-01-31 09:15:38,2,Dplus Kia,Red,0,1685,1.3887,1418.0,1024.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11,28,20,3.5252,1.5312,9.9703,1.0,1.0,0.0
LOLTMNT01_333373,2026-01-31 10:06:58,3,T1,Blue,1,2378,1.1859,933.0,425.0,-11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31,16,60,3.8856,1.3373,10.5719,4.0,4.0,0.0
LOLTMNT01_333373,2026-01-31 10:06:58,3,Dplus Kia,Red,0,2378,1.1859,-933.0,-425.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,31,36,3.3305,1.5391,9.9159,1.0,1.0,0.0
LOLTMNT01_336016,2026-02-01 08:08:08,1,Gen.G,Blue,1,2164,0.8041,-1029.0,-390.0,-15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,21,8,53,4.4085,2.2181,13.0314,4.0,4.0,0.0
LOLTMNT01_336016,2026-02-01 08:08:08,1,Hanwha Life Esports,Red,0,2164,0.8041,1029.0,390.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8,21,17,3.9926,1.6359,10.8688,2.0,2.0,0.0
LOLTMNT01_336021,2026-02-01 09:10:50,2,Gen.G,Blue,1,2103,1.0842,-769.0,-1075.0,-41.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,21,17,48,4.4223,1.9401,11.3837,3.0,3.0,0.0
LOLTMNT01_336021,2026-02-01 09:10:50,2,Hanwha Life Esports,Red,0,2103,1.0842,769.0,1075.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17,21,45,3.766,1.8545,11.2696,2.0,2.0,0.0
LOLTMNT01_335069,2026-02-01 10:09:06,3,Gen.G,Blue,1,1952,0.8914,523.0,1579.0,-6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,20,9,44,4.2418,2.0902,11.1885,4.0,4.0,0.0
LOLTMNT01_335069,2026-02-01 10:09:06,3,Hanwha Life Esports,Red,0,1952,0.8914,-523.0,-1579.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,9,20,20,3.5656,1.8135,10.543,0.0,0.0,0.0
LOLTMNT01_338397,2026-02-06 08:05:10,1,HANJIN BRION,Blue,0,1447,1.161,-4514.0,-2364.0,-30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,24,10,3.5245,0.539,7.5466,0.0,0.0,0.0
LOLTMNT01_338397,2026-02-06 08:05:10,1,Kiwoom DRX,Red,1,1447,1.161,4514.0,2364.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24,4,61,2.8611,1.4513,9.3711,3.0,3.0,0.0
LOLTMNT01_338416,2026-02-06 08:50:09,2,Kiwoom DRX,Blue,0,2071,0.8112,-1124.0,-3279.0,-67.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11,17,31,3.7953,1.7673,11.0381,2.0,2.0,0.0
LOLTMNT01_338416,2026-02-06 08:50:09,2,HANJIN BRION,Red,1,2071,0.8112,1124.0,3279.0,67.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17,11,41,4.4616,2.028,12.5736,3.0,3.0,0.0
LOLTMNT01_338422,2026-02-06 09:45:35,3,HANJIN BRION,Blue,0,1805,0.8643,-64.0,-534.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19,12,3.6898,1.2964,8.5762,0.0,0.0,0.0
LOLTMNT01_338422,2026-02-06 09:45:35,3,Kiwoom DRX,Red,1,1805,0.8643,64.0,534.0,-4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19,7,54,3.5568,1.9612,10.3712,4.0,4.0,0.0
LOLTMNT01_338447,2026-02-06 10:59:51,1,DN SOOPers,Blue,1,2975,0.9277,-1728.0,-750.0,-33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28,18,61,3.4487,1.6941,9.7412,5.0,4.0,1.0
LOLTMNT01_338447,2026-02-06 10:59:51,1,KT Rolster,Red,0,2975,0.9277,1728.0,750.0,33.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,18,28,46,2.9445,1.6134,9.9227,2.0,2.0,0.0
LOLTMNT01_338459,2026-02-06 12:11:32,2,DN SOOPers,Blue,1,1810,0.4972,292.0,1242.0,34.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12,3,33,4.1768,1.7569,11.1713,4.0,4.0,0.0
LOLTMNT01_338459,2026-02-06 12:11:32,2,KT Rolster,Red,0,1810,0.4972,-292.0,-1242.0,-34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,4,3.4144,1.989,10.3757,1.0,1.0,0.0
LOLTMNT01_338589,2026-02-07 08:07:00,1,Dplus Kia,Blue,1,1536,1.6406,7024.0,5959.0,88.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,35,7,87,3.2813,1.2109,9.1016,3.0,3.0,0.0
LOLTMNT01_338589,2026-02-07 08:07:00,1,Kiwoom DRX,Red,0,1536,1.6406,-7024.0,-5959.0,-88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,35,20,3.0078,1.0156,7.1875,0.0,0.0,0.0
LOLTMNT01_338603,2026-02-07 08:55:19,2,Dplus Kia,Blue,1,1670,1.7246,3757.0,2178.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32,16,64,3.7365,1.3293,9.5928,1.0,1.0,0.0
LOLTMNT01_338603,2026-02-07 08:55:19,2,Kiwoom DRX,Red,0,1670,1.7246,-3757.0,-2178.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,32,32,3.3054,1.4371,9.7006,2.0,2.0,0.0
LOLTMNT01_338625,2026-02-07 10:09:22,1,DN SOOPers,Blue,0,1820,0.8901,-1102.0,-969.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24,8,3.7253,1.2198,8.6703,0.0,0.0,0.0
LOLTMNT01_338625,2026-02-07 10:09:22,1,Nongshim RedForce,Red,1,1820,0.8901,1102.0,969.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,3,55,3.8571,2.044,11.5385,4.0,4.0,0.0
LOLTMNT01_337768,2026-02-07 11:00:32,2,Nongshim RedForce,Blue,0,1919,0.8755,901.0,1589.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,9,19,12,2.9078,1.9698,10.0052,1.0,1.0,0.0
LOLTMNT01_337768,2026-02-07 11:00:32,2,DN SOOPers,Red,1,1919,0.8755,-901.0,-1589.0,-27.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,19,9,49,4.0646,1.407,9.9739,4.0,4.0,0.0
LOLTMNT01_338644,2026-02-07 11:54:25,3,DN SOOPers,Blue,1,2731,0.9667,-856.0,-610.0,37.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20,24,54,4.6796,2.0212,12.435,4.0,4.0,0.0
LOLTMNT01_338644,2026-02-07 11:54:25,3,Nongshim RedForce,Red,0,2731,0.9667,856.0,610.0,-37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24,20,60,4.1084,1.8894,10.9191,3.0,3.0,0.0
LOLTMNT01_338745,2026-02-08 08:06:06,1,Nongshim RedForce,Blue,0,1658,1.1942,-3084.0,-1619.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,26,15,3.8721,1.339,8.4318,0.0,0.0,0.0
LOLTMNT01_338745,2026-02-08 08:06:06,1,Kiwoom DRX,Red,1,1658,1.1942,3084.0,1619.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,26,7,53,3.5464,1.5561,9.9156,3.0,3.0,0.0
LOLTMNT01_337856,2026-02-08 08:59:00,2,Kiwoom DRX,Blue,1,1966,0.9156,1893.0,626.0,-11.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,23,7,57,4.0285,1.648,10.8952,4.0,4.0,0.0
LOLTMNT01_337856,2026-02-08 08:59:00,2,Nongshim RedForce,Red,0,1966,0.9156,-1893.0,-626.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,23,11,3.7233,1.2513,9.3082,1.0,1.0,0.0
LOLTMNT01_337859,2026-02-08 09:55:03,3,Kiwoom DRX,Blue,1,1905,0.9449,3640.0,1872.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,22,8,52,3.622,1.7008,10.3307,4.0,4.0,0.0
LOLTMNT01_337859,2026-02-08 09:55:03,3,Nongshim RedForce,Red,0,1905,0.9449,-3640.0,-1872.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8,22,16,3.6535,1.6378,9.6693,1.0,1.0,0.0
LOLTMNT02_352362,2026-02-12 08:04:05,1,DN SOOPers,Blue,1,1705,0.9853,1282.0,140.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,23,5,69,3.5191,1.478,10.2053,3.0,3.0,0.0
LOLTMNT02_352362,2026-02-12 08:04:05,1,BNK FEARX,Red,0,1705,0.9853,-1282.0,-140.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,23,11,3.695,1.478,8.6921,1.0,1.0,0.0
LOLTMNT02_351385,2026-02-12 08:55:20,2,DN SOOPers,Blue,0,2261,0.9023,-3150.0,-756.0,23.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11,23,16,4.0867,2.3087,11.7293,2.0,2.0,0.0
LOLTMNT02_351385,2026-02-12 08:55:20,2,BNK FEARX,Red,1,2261,0.9023,3150.0,756.0,-23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23,11,51,4.7501,2.176,11.7824,4.0,4.0,0.0
LOLTMNT02_351402,2026-02-12 09:56:42,3,BNK FEARX,Blue,1,1523,1.0637,1441.0,224.0,-3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,19,8,48,3.8214,1.5758,9.3368,2.0,2.0,0.0
LOLTMNT02_351402,2026-02-12 09:56:42,3,DN SOOPers,Red,0,1523,1.0637,-1441.0,-224.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,19,8,3.1517,1.9304,9.5732,1.0,1.0,0.0
LOLTMNT02_352407,2026-02-12 10:48:56,4,BNK FEARX,Blue,0,1802,1.0655,-1688.0,-1636.0,-54.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15,17,28,3.9623,1.465,8.7236,0.0,0.0,0.0
LOLTMNT02_352407,2026-02-12 10:48:56,4,DN SOOPers,Red,1,1802,1.0655,1688.0,1636.0,54.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,17,15,28,3.1632,2.1643,10.4883,3.0,3.0,0.0
LOLTMNT02_352429,2026-02-12 11:41:51,5,DN SOOPers,Blue,0,2239,1.2059,-2240.0,-2759.0,-40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,28,46,3.9929,1.849,10.4511,1.0,0.0,1.0
LOLTMNT02_352429,2026-02-12 11:41:51,5,BNK FEARX,Red,1,2239,1.2059,2240.0,2759.0,40.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27,19,66,4.0732,1.7686,10.3975,4.0,4.0,0.0
LOLTMNT02_352782,2026-02-13 08:06:47,1,Dplus Kia,Blue,0,2024,1.1858,1453.0,2383.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,27,27,3.5573,1.5711,9.7233,1.0,1.0,0.0
LOLTMNT02_352782,2026-02-13 08:06:47,1,Kiwoom DRX,Red,1,2024,1.1858,-1453.0,-2383.0,-50.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,26,14,54,3.4091,1.6897,10.3458,4.0,4.0,0.0
LOLTMNT02_352790,2026-02-13 09:03:09,2,Dplus Kia,Blue,1,2513,1.0267,4785.0,3656.0,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,18,59,3.2471,1.0505,8.7624,4.0,4.0,0.0
LOLTMNT02_352790,2026-02-13 09:03:09,2,Kiwoom DRX,Red,0,2513,1.0267,-4785.0,-3656.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,25,44,3.0084,1.5758,8.5237,2.0,2.0,0.0
LOLTMNT02_351807,2026-02-13 10:06:25,3,Dplus Kia,Blue,0,2514,0.6921,-315.0,-813.0,36.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13,16,29,3.9379,1.6706,11.432,2.0,2.0,0.0
LOLTMNT02_351807,2026-02-13 10:06:25,3,Kiwoom DRX,Red,1,2514,0.6921,315.0,813.0,-36.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16,13,33,3.747,1.7184,10.6205,4.0,4.0,0.0
LOLTMNT02_352851,2026-02-13 11:11:59,4,Dplus Kia,Blue,1,1621,0.5552,442.0,1755.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,2,33,3.7384,1.3325,9.6977,4.0,4.0,0.0
LOLTMNT02_352851,2026-02-13 11:11:59,4,Kiwoom DRX,Red,0,1621,0.5552,-442.0,-1755.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,6,2.8501,1.3695,8.8834,0.0,0.0,0.0
LOLTMNT02_351868,2026-02-13 12:01:25,5,Dplus Kia,Blue,1,1803,0.6323,627.0,-1087.0,-5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13,7,28,3.2612,1.7637,9.0516,2.0,2.0,0.0
LOLTMNT02_351868,2026-02-13 12:01:25,5,Kiwoom DRX,Red,0,1803,0.6323,-627.0,1087.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6,13,2,3.1947,1.0982,8.0865,2.0,2.0,0.0
LOLTMNT02_354256,2026-02-14 08:07:25,1,Dplus Kia,Blue,0,1869,1.0273,-4417.0,-1462.0,-20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,25,15,2.8892,1.2841,7.9294,0.0,0.0,0.0
LOLTMNT02_354256,2026-02-14 08:07:25,1,Gen.G,Red,1,1869,1.0273,4417.0,1462.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,25,7,66,3.7881,1.7657,11.3002,4.0,4.0,0.0
LOLTMNT02_354263,2026-02-14 09:01:24,2,Dplus Kia,Blue,1,2435,0.8131,340.0,1471.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,15,34,3.8439,1.9713,10.9158,5.0,4.0,1.0
LOLTMNT02_354263,2026-02-14 09:01:24,2,Gen.G,Red,0,2435,0.8131,-340.0,-1471.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15,18,33,4.0164,2.1684,11.6797,1.0,1.0,0.0
LOLTMNT02_353283,2026-02-14 10:10:21,3,Dplus Kia,Blue,0,1912,0.8159,-2710.0,-1606.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,17,26,3.2008,1.2238,8.0021,1.0,1.0,0.0
LOLTMNT02_353283,2026-02-14 10:10:21,3,Gen.G,Red,1,1912,0.8159,2710.0,1606.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,9,37,3.4833,1.8828,10.387,4.0,4.0,0.0
